timestamp,gpu_utilization_percent,memory_used_mb,memory_total_mb,power_draw_w,temperature_c
2025/06/08 03:17:21.754, 0, 1, 81920, 43.84, 42
2025/06/08 03:17:21.755, 0, 1, 81920, 44.25, 31
2025/06/08 03:17:21.841, 12, 64625, 81920, 62.05, 35
2025/06/08 03:17:21.842, 0, 4, 81920, 42.08, 31
2025/06/08 03:17:21.843, 13, 64625, 81920, 64.66, 36
2025/06/08 03:17:21.844, 0, 4, 81920, 45.09, 34
2025/06/08 03:17:22.137, 0, 423, 81920, 65.55, 31
2025/06/08 03:17:22.140, 0, 4, 81920, 42.67, 29
2025/06/08 03:17:24.996, 100, 72987, 81920, 246.91, 40
2025/06/08 03:17:25.000, 0, 4, 81920, 40.23, 29
2025/06/08 03:17:25.008, 76, 72987, 81920, 243.24, 40
2025/06/08 03:17:25.009, 0, 4, 81920, 40.81, 29
2025/06/08 03:17:25.010, 85, 72987, 81920, 243.65, 55
2025/06/08 03:17:25.011, 0, 4, 81920, 40.88, 29
2025/06/08 03:17:26.792, 0, 1, 81920, 43.74, 41
2025/06/08 03:17:26.796, 0, 1, 81920, 44.12, 31
2025/06/08 03:17:26.896, 11, 64625, 81920, 61.85, 35
2025/06/08 03:17:26.897, 0, 4, 81920, 42.17, 31
2025/06/08 03:17:26.901, 12, 64625, 81920, 64.66, 36
2025/06/08 03:17:26.902, 0, 4, 81920, 44.99, 34
2025/06/08 03:17:27.176, 2, 64625, 81920, 65.65, 31
2025/06/08 03:17:27.183, 0, 4, 81920, 42.67, 29
2025/06/08 03:17:30.039, 87, 72987, 81920, 252.00, 55
2025/06/08 03:17:30.043, 0, 4, 81920, 45.82, 29
2025/06/08 03:17:30.048, 100, 72987, 81920, 250.37, 43
2025/06/08 03:17:30.049, 0, 4, 81920, 40.81, 29
2025/06/08 03:17:30.052, 91, 72987, 81920, 257.10, 40
2025/06/08 03:17:30.053, 0, 4, 81920, 40.03, 29
2025/06/08 03:17:31.846, 0, 1, 81920, 43.24, 40
2025/06/08 03:17:31.851, 0, 1, 81920, 44.14, 31
2025/06/08 03:17:31.935, 17, 64625, 81920, 62.44, 35
2025/06/08 03:17:31.935, 0, 4, 81920, 42.09, 31
2025/06/08 03:17:31.939, 18, 64625, 81920, 65.44, 36
2025/06/08 03:17:31.940, 0, 4, 81920, 45.09, 34
2025/06/08 03:17:32.220, 1, 64625, 81920, 66.45, 31
2025/06/08 03:17:32.228, 0, 4, 81920, 42.67, 29
2025/06/08 03:17:35.0832025/06/08 03:17:35.087, 100, 96, 1, 72987, 81920, 81920, 78.72, 243.02, 51, 42

2025/06/08 03:17:35.089, 0, 1, 81920, 41.79, 29
2025/06/08 03:17:35.089, 0, 4, 81920, 40.35, 29
2025/06/08 03:17:35.109, 90, 72987, 81920, 250.43, 42
2025/06/08 03:17:35.109, 0, 4, 81920, 40.66, 29
2025/06/08 03:17:36.905, 0, 1, 81920, 43.05, 39
2025/06/08 03:17:36.915, 0, 1, 81920, 44.12, 31
2025/06/08 03:17:36.960, 0, 65975, 81920, 67.78, 35
2025/06/08 03:17:36.961, 0, 4, 81920, 42.17, 31
2025/06/08 03:17:36.977, 0, 66939, 81920, 64.75, 36
2025/06/08 03:17:36.978, 0, 4, 81920, 44.99, 34
2025/06/08 03:17:37.269, 8, 64625, 81920, 66.36, 31
2025/06/08 03:17:37.275, 0, 4, 81920, 42.67, 29
2025/06/08 03:17:40.130, 96, 72987, 81920, 235.26, 44
2025/06/08 03:17:40.136, 0, 4, 81920, 40.93, 29
2025/06/08 03:17:40.148, 97, 72987, 81920, 256.06, 43
2025/06/08 03:17:40.149, 0, 4, 81920, 39.94, 29
2025/06/08 03:17:41.964, 0, 1, 81920, 42.75, 38
2025/06/08 03:17:41.970, 0, 1, 81920, 44.19, 31
2025/06/08 03:17:42.008, 100, 68831, 81920, 210.56, 41
2025/06/08 03:17:42.008, 0, 4, 81920, 42.04, 31
2025/06/08 03:17:42.017, 100, 68831, 81920, 245.48, 42
2025/06/08 03:17:42.017, 0, 4, 81920, 45.18, 34
2025/06/08 03:17:42.312, 8, 64625, 81920, 66.25, 31
2025/06/08 03:17:42.319, 0, 4, 81920, 42.67, 29
2025/06/08 03:17:45.175, 96, 72987, 81920, 255.43, 45
2025/06/08 03:17:45.180, 0, 4, 81920, 40.24, 29
2025/06/08 03:17:45.189, 89, 72987, 81920, 240.40, 44
2025/06/08 03:17:45.189, 0, 4, 81920, 40.46, 29
2025/06/08 03:17:47.008, 0, 423, 81920, 62.98, 38
2025/06/08 03:17:47.014, 0, 4, 81920, 44.13, 31
2025/06/08 03:17:47.046, 0, 72121, 81920, 62.73, 36
2025/06/08 03:17:47.047, 0, 4, 81920, 41.98, 31
2025/06/08 03:17:47.054, 0, 72121, 81920, 65.34, 37
2025/06/08 03:17:47.055, 0, 4, 81920, 44.99, 34
2025/06/08 03:17:47.353, 8, 64625, 81920, 66.45, 31
2025/06/08 03:17:47.360, 0, 4, 81920, 42.67, 29
2025/06/08 03:17:50.220, 96, 72987, 81920, 252.19, 46
2025/06/08 03:17:50.225, 0, 4, 81920, 41.06, 29
2025/06/08 03:17:52.052, 2, 64625, 81920, 62.85, 37
2025/06/08 03:17:52.057, 0, 4, 81920, 44.11, 31
2025/06/08 03:17:52.085, 0, 72121, 81920, 62.40, 36
2025/06/08 03:17:52.086, 0, 4, 81920, 42.06, 31
2025/06/08 03:17:52.094, 100, 72987, 81920, 254.77, 43
2025/06/08 03:17:52.095, 0, 4, 81920, 45.00, 34
2025/06/08 03:17:52.394, 8, 64625, 81920, 66.45, 31
2025/06/08 03:17:52.399, 0, 4, 81920, 42.77, 29
2025/06/08 03:17:55.261, 100, 72987, 81920, 249.25, 49
2025/06/08 03:17:55.269, 0, 4, 81920, 40.94, 29
2025/06/08 03:17:57.094, 17, 64625, 81920, 62.93, 37
2025/06/08 03:17:57.100, 0, 4, 81920, 44.19, 31
2025/06/08 03:17:57.122, 100, 72987, 81920, 257.68, 43
2025/06/08 03:17:57.122, 0, 4, 81920, 42.03, 31
2025/06/08 03:17:57.132, 100, 72987, 81920, 251.47, 45
2025/06/08 03:17:57.133, 0, 4, 81920, 44.87, 34
2025/06/08 03:17:57.447, 8, 64625, 81920, 66.55, 32
2025/06/08 03:17:57.455, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:00.305, 100, 72987, 81920, 249.12, 49
2025/06/08 03:18:00.312, 0, 4, 81920, 40.94, 29
2025/06/08 03:18:02.137, 17, 64625, 81920, 61.77, 37
2025/06/08 03:18:02.144, 0, 4, 81920, 44.20, 31
2025/06/08 03:18:02.161, 96, 72987, 81920, 263.52, 43
2025/06/08 03:18:02.162, 0, 4, 81920, 42.13, 31
2025/06/08 03:18:02.171, 94, 72987, 81920, 239.18, 45
2025/06/08 03:18:02.171, 0, 4, 81920, 45.29, 34
2025/06/08 03:18:02.501, 8, 64625, 81920, 66.36, 32
2025/06/08 03:18:02.508, 0, 4, 81920, 42.77, 29
2025/06/08 03:18:05.348, 96, 72987, 81920, 239.45, 48
2025/06/08 03:18:05.355, 0, 4, 81920, 40.74, 29
2025/06/08 03:18:07.170, 17, 64625, 81920, 61.79, 36
2025/06/08 03:18:07.176, 0, 4, 81920, 44.09, 31
2025/06/08 03:18:07.188, 93, 72987, 81920, 240.75, 45
2025/06/08 03:18:07.189, 0, 4, 81920, 42.14, 31
2025/06/08 03:18:07.198, 94, 72987, 81920, 255.98, 46
2025/06/08 03:18:07.199, 0, 4, 81920, 44.58, 34
2025/06/08 03:18:07.543, 1, 64625, 81920, 66.04, 32
2025/06/08 03:18:07.549, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:10.393, 94, 72987, 81920, 263.68, 48
2025/06/08 03:18:10.401, 0, 4, 81920, 40.74, 29
2025/06/08 03:18:12.217, 17, 64625, 81920, 60.58, 36
2025/06/08 03:18:12.223, 0, 4, 81920, 44.09, 31
2025/06/08 03:18:12.227, 96, 72987, 81920, 240.00, 46
2025/06/08 03:18:12.228, 0, 4, 81920, 42.04, 31
2025/06/08 03:18:12.238, 95, 72987, 81920, 261.83, 47
2025/06/08 03:18:12.239, 0, 4, 81920, 45.87, 34
2025/06/08 03:18:12.596, 0, 64625, 81920, 65.94, 32
2025/06/08 03:18:12.602, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:15.436, 95, 72987, 81920, 264.68, 49
2025/06/08 03:18:15.443, 0, 4, 81920, 40.67, 29
2025/06/08 03:18:17.261, 17, 64625, 81920, 63.34, 36
2025/06/08 03:18:17.267, 0, 4, 81920, 44.20, 31
2025/06/08 03:18:17.268, 97, 72987, 81920, 253.69, 47
2025/06/08 03:18:17.270, 0, 4, 81920, 41.83, 31
2025/06/08 03:18:17.280, 97, 72987, 81920, 243.60, 48
2025/06/08 03:18:17.280, 0, 4, 81920, 44.97, 34
2025/06/08 03:18:17.638, 1, 64625, 81920, 66.15, 32
2025/06/08 03:18:17.643, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:20.479, 95, 72987, 81920, 248.77, 49
2025/06/08 03:18:20.487, 0, 4, 81920, 40.84, 29
2025/06/08 03:18:22.307, 17, 64625, 81920, 61.44, 36
2025/06/08 03:18:22.314, 0, 4, 81920, 43.90, 31
2025/06/08 03:18:22.319, 96, 72987, 81920, 251.86, 48
2025/06/08 03:18:22.320, 0, 4, 81920, 45.58, 34
2025/06/08 03:18:22.323, 96, 72987, 81920, 246.58, 47
2025/06/08 03:18:22.324, 0, 4, 81920, 42.23, 31
2025/06/08 03:18:22.691, 1, 64625, 81920, 66.15, 32
2025/06/08 03:18:22.695, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:25.538, 90, 72987, 81920, 253.64, 50
2025/06/08 03:18:25.545, 0, 4, 81920, 41.46, 29
2025/06/08 03:18:27.353, 60.67, 81920, 36, 258.05, 49
2025/06/08 03:18:27.358, 0, 93, 64625, 72987, 81920
2025/06/08 03:18:27.360, 0, 4, 81920, 44.78, 34
2025/06/08 03:18:27.360, 0, 4, 81920, 44.19, 31
2025/06/08 03:18:27.363, 95, 72987, 81920, 247.90, 48
2025/06/08 03:18:27.365, 0, 4, 81920, 41.94, 31
2025/06/08 03:18:27.731, 8, 64625, 81920, 66.94, 32
2025/06/08 03:18:27.737, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:30.605, 0, 72984, 81920, 67.03, 45
2025/06/08 03:18:30.614, 0, 1, 81920, 40.92, 29
2025/06/08 03:18:32.389, 100, 67963, 81920, 247.58, 41
2025/06/08 03:18:32.395, 0, 4, 81920, 43.85, 31
2025/06/08 03:18:32.400, 96, 72987, 81920, 256.80, 50
2025/06/08 03:18:32.401, 0, 4, 81920, 45.07, 34
2025/06/08 03:18:32.405, 86, 72987, 81920, 251.91, 49
2025/06/08 03:18:32.406, 0, 4, 81920, 42.21, 31
2025/06/08 03:18:32.773, 8, 64625, 81920, 66.45, 32
2025/06/08 03:18:32.780, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:37.434, 0, 72121, 81920, 62.74, 37
2025/06/08 03:18:37.439, 96, 72987, 81920, 252.42, 50
2025/06/08 03:18:37.440, 0, 4, 81920, 44.13, 31
2025/06/08 03:18:37.440, 0, 4, 81920, 45.59, 34
2025/06/08 03:18:37.458, 100, 1, 81920, 69.10, 45
2025/06/08 03:18:37.459, 0, 1, 81920, 41.96, 31
2025/06/08 03:18:37.817, 8, 64625, 81920, 66.45, 32
2025/06/08 03:18:37.823, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:42.468, 0, 72121, 81920, 61.78, 37
2025/06/08 03:18:42.474, 0, 4, 81920, 44.33, 31
2025/06/08 03:18:42.481, 96, 72987, 81920, 245.30, 50
2025/06/08 03:18:42.481, 0, 4, 81920, 45.42, 34
2025/06/08 03:18:42.859, 4, 64625, 81920, 66.55, 32
2025/06/08 03:18:42.864, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:47.514, 89, 72987, 81920, 249.24, 44
2025/06/08 03:18:47.519, 0, 4, 81920, 43.99, 31
2025/06/08 03:18:47.532, 96, 72987, 81920, 246.12, 51
2025/06/08 03:18:47.533, 0, 4, 81920, 45.58, 34
2025/06/08 03:18:47.899, 8, 64625, 81920, 66.65, 32
2025/06/08 03:18:47.904, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:52.559, 96, 72987, 81920, 244.87, 44
2025/06/08 03:18:52.565, 0, 4, 81920, 44.10, 31
2025/06/08 03:18:52.571, 93, 72987, 81920, 256.94, 51
2025/06/08 03:18:52.572, 0, 4, 81920, 44.82, 34
2025/06/08 03:18:52.940, 5, 64625, 81920, 67.14, 32
2025/06/08 03:18:52.945, 0, 4, 81920, 42.67, 29
2025/06/08 03:18:57.619, 255.41, 81920, 45, 259.74, 51
2025/06/08 03:18:57.623, 91, 87, 72987, 72987, 81920
2025/06/08 03:18:57.625, 0, 4, 81920, 44.20, 31
2025/06/08 03:18:57.625, 0, 4, 81920, 44.77, 34
2025/06/08 03:18:57.981, 5, 64625, 81920, 66.94, 32
2025/06/08 03:18:57.986, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:02.653, 96, 72987, 81920, 259.50, 46
2025/06/08 03:19:02.660, 0, 4, 81920, 44.30, 31
2025/06/08 03:19:02.680, 91, 72987, 81920, 235.16, 51
2025/06/08 03:19:02.681, 0, 4, 81920, 44.77, 34
2025/06/08 03:19:03.021, 2, 64625, 81920, 66.65, 32
2025/06/08 03:19:03.028, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:07.685, 86, 72987, 81920, 235.99, 47
2025/06/08 03:19:07.690, 0, 4, 81920, 44.69, 31
2025/06/08 03:19:07.707, 89, 72987, 81920, 257.22, 52
2025/06/08 03:19:07.708, 0, 4, 81920, 45.57, 34
2025/06/08 03:19:08.062, 8, 64625, 81920, 66.75, 32
2025/06/08 03:19:08.069, 0, 4, 81920, 42.77, 29
2025/06/08 03:19:12.729, 86, 72987, 81920, 249.25, 48
2025/06/08 03:19:12.734, 0, 4, 81920, 43.99, 31
2025/06/08 03:19:12.748, 88, 72987, 81920, 262.89, 52
2025/06/08 03:19:12.749, 0, 4, 81920, 44.90, 34
2025/06/08 03:19:13.104, 5, 64625, 81920, 66.45, 32
2025/06/08 03:19:13.111, 0, 4, 81920, 42.77, 29
2025/06/08 03:19:17.774, 100, 1, 81920, 68.55, 44
2025/06/08 03:19:17.779, 0, 1, 81920, 44.00, 31
2025/06/08 03:19:17.800, 87, 72987, 81920, 234.86, 52
2025/06/08 03:19:17.800, 0, 4, 81920, 45.40, 33
2025/06/08 03:19:18.145, 8, 64625, 81920, 66.65, 32
2025/06/08 03:19:18.153, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:22.839, 86, 72987, 81920, 227.94, 52
2025/06/08 03:19:22.844, 0, 4, 81920, 44.90, 34
2025/06/08 03:19:23.202, 0, 65485, 81920, 66.36, 32
2025/06/08 03:19:23.209, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:27.882, 88, 72987, 81920, 256.65, 52
2025/06/08 03:19:27.887, 0, 4, 81920, 45.89, 34
2025/06/08 03:19:28.258, 0, 66939, 81920, 66.36, 32
2025/06/08 03:19:28.264, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:32.938, 86, 72987, 81920, 265.41, 52
2025/06/08 03:19:32.944, 0, 4, 81920, 44.70, 34
2025/06/08 03:19:33.313, 0, 67099, 81920, 66.94, 32
2025/06/08 03:19:33.320, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:37.985, 87, 72987, 81920, 252.13, 52
2025/06/08 03:19:37.990, 0, 4, 81920, 44.25, 34
2025/06/08 03:19:38.354, 100, 68831, 81920, 247.07, 38
2025/06/08 03:19:38.361, 0, 4, 81920, 42.65, 29
2025/06/08 03:19:43.026, 89, 72987, 81920, 235.53, 52
2025/06/08 03:19:43.031, 0, 4, 81920, 44.60, 34
2025/06/08 03:19:43.396, 0, 72121, 81920, 65.36, 34
2025/06/08 03:19:43.402, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:48.070, 90, 72987, 81920, 245.61, 52
2025/06/08 03:19:48.075, 0, 4, 81920, 44.43, 33
2025/06/08 03:19:48.448, 0, 72121, 81920, 65.18, 33
2025/06/08 03:19:48.455, 0, 4, 81920, 42.67, 29
2025/06/08 03:19:53.152, 88, 72987, 81920, 258.62, 53
2025/06/08 03:19:53.157, 0, 4, 81920, 44.48, 33
2025/06/08 03:19:53.490, 100, 72987, 81920, 249.04, 40
2025/06/08 03:19:53.497, 0, 4, 81920, 42.74, 29
2025/06/08 03:19:58.195, 82, 72987, 81920, 249.57, 53
2025/06/08 03:19:58.199, 0, 4, 81920, 45.50, 33
2025/06/08 03:19:58.533, 97, 72987, 81920, 259.16, 40
2025/06/08 03:19:58.539, 0, 4, 81920, 42.63, 29
2025/06/08 03:20:03.238, 92, 72987, 81920, 251.75, 53
2025/06/08 03:20:03.243, 0, 4, 81920, 44.00, 33
2025/06/08 03:20:03.574, 96, 72987, 81920, 246.78, 41
2025/06/08 03:20:03.580, 0, 4, 81920, 42.63, 29
2025/06/08 03:20:08.278, 91, 72987, 81920, 249.54, 53
2025/06/08 03:20:08.283, 0, 4, 81920, 44.29, 33
2025/06/08 03:20:08.616, 100, 1, 81920, 70.89, 38
2025/06/08 03:20:08.622, 0, 1, 81920, 42.67, 29
2025/06/08 03:20:13.320, 88, 72987, 81920, 237.71, 53
2025/06/08 03:20:13.325, 0, 4, 81920, 44.78, 34
2025/06/08 03:20:18.364, 88, 72987, 81920, 255.15, 53
2025/06/08 03:20:18.365, 0, 4, 81920, 45.51, 34
2025/06/08 03:20:23.408, 91, 72987, 81920, 248.79, 53
2025/06/08 03:20:23.408, 0, 4, 81920, 44.31, 34
2025/06/08 03:20:28.458, 88, 72987, 81920, 250.30, 53
2025/06/08 03:20:28.459, 0, 4, 81920, 44.79, 34
2025/06/08 03:20:33.486, 88, 72987, 81920, 253.05, 53
2025/06/08 03:20:33.487, 0, 4, 81920, 44.69, 34
2025/06/08 03:20:38.526, 86, 72987, 81920, 247.74, 53
2025/06/08 03:20:38.527, 0, 4, 81920, 45.00, 34
2025/06/08 03:20:43.580, 85, 72987, 81920, 248.62, 53
2025/06/08 03:20:43.581, 0, 4, 81920, 45.10, 34
2025/06/08 03:20:48.633, 85, 72987, 81920, 234.60, 53
2025/06/08 03:20:48.634, 0, 4, 81920, 45.21, 33
2025/06/08 03:20:53.671, 85, 72987, 81920, 241.92, 53
2025/06/08 03:20:53.672, 0, 4, 81920, 45.20, 33
2025/06/08 03:20:58.709, 87, 72987, 81920, 249.76, 53
2025/06/08 03:20:58.710, 0, 4, 81920, 44.68, 33
2025/06/08 03:21:03.760, 86, 72987, 81920, 252.29, 53
2025/06/08 03:21:03.761, 0, 4, 81920, 44.92, 33
2025/06/08 03:21:08.799, 86, 72987, 81920, 247.83, 53
2025/06/08 03:21:08.801, 0, 4, 81920, 44.99, 33
2025/06/08 03:21:13.837, 86, 72987, 81920, 249.24, 53
2025/06/08 03:21:13.838, 0, 4, 81920, 45.11, 33
2025/06/08 03:21:18.875, 92, 72987, 81920, 232.88, 53
2025/06/08 03:21:18.877, 0, 4, 81920, 44.91, 34
2025/06/08 03:21:23.913, 89, 72987, 81920, 254.94, 53
2025/06/08 03:21:23.914, 0, 4, 81920, 45.43, 33
2025/06/08 03:21:28.964, 89, 72987, 81920, 257.60, 53
2025/06/08 03:21:28.965, 0, 4, 81920, 45.48, 33
2025/06/08 03:21:34.002, 93, 72987, 81920, 249.65, 53
2025/06/08 03:21:34.003, 0, 4, 81920, 44.46, 33
2025/06/08 03:21:39.057, 86, 72987, 81920, 260.03, 53
2025/06/08 03:21:39.058, 0, 4, 81920, 44.69, 33
2025/06/08 03:21:44.110, 94, 72987, 81920, 257.33, 53
2025/06/08 03:21:44.111, 0, 4, 81920, 44.51, 33
2025/06/08 03:21:49.147, 88, 72987, 81920, 246.42, 53
2025/06/08 03:21:49.148, 0, 4, 81920, 44.97, 33
2025/06/08 03:21:54.186, 90, 72987, 81920, 233.40, 53
2025/06/08 03:21:54.187, 0, 4, 81920, 44.90, 33
2025/06/08 03:21:59.236, 89, 72987, 81920, 253.49, 53
2025/06/08 03:21:59.237, 0, 4, 81920, 45.00, 33
2025/06/08 03:22:04.291, 90, 72987, 81920, 246.03, 53
2025/06/08 03:22:04.292, 0, 4, 81920, 45.30, 33
2025/06/08 03:22:09.330, 89, 72987, 81920, 251.80, 53
2025/06/08 03:22:09.331, 0, 4, 81920, 44.71, 33
2025/06/08 03:22:14.370, 88, 72987, 81920, 248.92, 53
2025/06/08 03:22:14.371, 0, 4, 81920, 44.89, 33
2025/06/08 03:22:19.409, 87, 72987, 81920, 262.47, 53
2025/06/08 03:22:19.410, 0, 4, 81920, 45.41, 33
2025/06/08 03:22:24.458, 100, 1, 81920, 75.26, 49
2025/06/08 03:22:24.459, 0, 1, 81920, 44.78, 33
